Time [d]	Ambient temperature in [C]	Gliding (2-day) average of outside temperature  in [C]	Sun elevation angle in [deg]	Sun azimuth angle in [deg]	Declination angle in [deg]	Global Radiation on horizontal surface in [W/m2] (w.r.t. to horizontal unit surface)	Diffuse Radiation on horizontal surface in [W/m2] (w.r.t. to horizontal unit surface)	Direct Radiation on horizontal surface in [W/m2] (w.r.t. to horizontal unit surface)	Room air temperature in [C]	Room radiant temperature in [C]	Operative temperature in [C]	Occupancy schedule based on presence of occupants in [---]. (1 room populated, 0 - empty)	Relative humidity in [%]	Ambient relative humidity in [%]	Absolute humidity in [kg(vapor)/m3(gas)]	Ambient absolute humidity in [kg(vapor)/m3(gas)]	Room air water content [kg(vapor)/kg(dry air)]	
147.958	18.2783	17.3254	-16.2688	345.467	21.4296	4	4	0	20.4401	20.4402	20.4401	0	0	0	0	0	0	
148	17.5319	17.3412	-17.4542	0	21.4365	4	4	0	20.443	20.4431	20.443	0	0	0	0	0	0	
148.042	17.223	17.3608	-16.2553	14.533	21.4433	3.17	3.17	0	20.4469	20.4471	20.447	0	0	0	0	0	0	
148.083	16.1693	17.3751	-12.793	28.5039	21.4501	2.66972	2.66972	0	20.4516	20.4517	20.4516	0	0	0	0	0	0	
148.125	14.5938	17.3793	-7.38058	41.5752	21.4569	1.67	1.67	0	20.4565	20.4566	20.4566	0	0	0	0	0	0	
148.167	13.6724	17.3791	-0.420702	53.7063	21.4637	6.83	6.83	0	20.4614	20.4615	20.4614	0	0	0	0	0	0	
148.208	13.0253	17.3758	7.6818	65.0997	21.4704	34.2021	34.1791	0.0230492	20.4659	20.466	20.466	0	0	0	0	0	0	
148.25	13.1881	17.372	16.5575	76.1252	21.4772	149.83	66.83	83	20.4699	20.47	20.4699	0	0	0	0	0	0	
148.292	14.5304	17.3727	25.866	87.2947	21.4839	288.16	101.33	186.83	20.4731	20.4731	20.4731	0	0	0	0	0	0	
148.333	16.83	17.3843	35.2568	99.3115	21.4907	490.366	88.3318	402.034	20.4752	20.4752	20.4752	0	0	0	0	0	0	
148.375	20.1064	17.4139	44.2905	113.203	21.4974	620.83	94.83	526	20.4761	20.4761	20.4761	0	0	0	0	0	0	
148.417	22.078	17.4524	52.297	130.479	21.5041	723.5	99.5	624	20.4756	20.4756	20.4756	0	0	0	0	0	0	
148.458	22.7192	17.4908	58.1688	152.837	21.5108	800.507	104.829	695.678	20.4738	20.4737	20.4737	0	0	0	0	0	0	
148.5	23.3541	17.5304	60.4082	180.001	21.5175	828.33	102.33	726	20.4708	20.4707	20.4707	0	0	0	0	0	0	
148.542	24.238	17.572	58.1815	207.174	21.5242	808	99	709	20.4672	20.4671	20.4672	0	0	0	0	0	0	
148.583	24.9771	17.6139	52.32	229.546	21.5308	748.635	93.3284	655.307	20.4637	20.4636	20.4636	0	0	0	0	0	0	
148.625	25.5041	17.6544	44.322	246.834	21.5375	658.5	87.67	570.83	20.461	20.4609	20.461	0	0	0	0	0	0	
148.667	25.88	17.6955	35.2967	260.735	21.5442	516	79.67	436.33	20.4598	20.4598	20.4598	0	0	0	0	0	0	
148.708	26.1598	17.7397	25.9154	272.758	21.5508	370.46	72.828	297.632	20.4604	20.4604	20.4604	0	0	0	0	0	0	
148.75	25.8379	17.7828	16.6181	283.932	21.5574	225	65.5	159.5	20.4631	20.4632	20.4632	0	0	0	0	0	0	
148.792	25.0408	17.8223	7.75584	294.961	21.564	49.33	41.83	7.5	20.468	20.4681	20.468	0	0	0	0	0	0	
148.833	23.6387	17.8559	-0.330914	306.355	21.5706	11.3277	11.3277	0	20.4749	20.4751	20.475	0	0	0	0	0	0	
148.875	21.4397	17.8794	-7.27295	318.482	21.5772	3.17	3.17	0	20.4838	20.4841	20.4839	0	0	0	0	0	0	
148.917	19.5059	17.8947	-12.6664	331.543	21.5838	3.33	3.33	0	20.4946	20.4949	20.4948	0	0	0	0	0	0	
148.958	17.5871	17.9006	-16.1103	345.496	21.5904	2.83005	2.83005	0	20.5072	20.5075	20.5074	0	0	0	0	0	0	
149	16.0739	17.901	-17.2938	0	21.5969	3	3	0	20.5213	20.5217	20.5215	0	0	0	0	0	0	
149.042	15.1627	17.8995	-16.0974	14.5047	21.6035	2.83	2.83	0	20.5366	20.537	20.5368	0	0	0	0	0	0	
149.083	14.077	17.8936	-12.6415	28.4511	21.61	2.32996	2.32996	0	20.5528	20.5532	20.553	0	0	0	0	0	0	
149.125	12.9659	17.8834	-7.23779	41.5031	21.6165	2.17	2.17	0	20.5694	20.5698	20.5696	0	0	0	0	0	0	
149.167	11.9536	17.8689	-0.286913	53.6196	21.6231	6.67	6.67	0	20.5859	20.5864	20.5861	0	0	0	0	0	0	
149.208	11.3211	17.852	7.80766	65.0014	21.6296	27.5373	27.5074	0.0298528	20.6019	20.6023	20.6021	0	0	0	0	0	0	
149.25	11.7901	17.8373	16.6775	76.0166	21.6361	161.67	54.17	107.5	20.6168	20.6171	20.617	0	0	0	0	0	0	
149.292	13.5556	17.8298	25.9832	87.1757	21.6425	350	67.67	282.33	20.6301	20.6305	20.6303	0	0	0	0	0	0	
149.333	16.515	17.8365	35.3748	99.1822	21.649	509.037	75.3314	433.706	20.6416	20.6419	20.6417	0	0	0	0	0	0	
149.375	19.7783	17.8574	44.4144	113.066	21.6555	644.67	80.5	564.17	20.6509	20.6511	20.651	0	0	0	0	0	0	
149.417	22.4575	17.8913	52.4324	130.346	21.6619	752.83	87.83	665	20.6578	20.658	20.6579	0	0	0	0	0	0	
149.458	24.193	17.9344	58.3186	152.745	21.6684	825.836	89.5013	736.335	20.6624	20.6625	20.6625	0	0	0	0	0	0	
149.5	25.4001	17.9831	60.5655	180.001	21.6748	849	94.33	754.67	20.6651	20.6651	20.6651	0	0	0	0	0	0	
149.542	26.6644	18.0366	58.3308	207.266	21.6812	819.66	95.33	724.33	20.6664	20.6664	20.6664	0	0	0	0	0	0	
149.583	27.321	18.0897	52.4544	229.678	21.6876	759.144	93.1681	665.976	20.6673	20.6673	20.6673	0	0	0	0	0	0	
149.625	27.8061	18.1412	44.4446	246.97	21.694	665	86.5	578.5	20.6686	20.6687	20.6687	0	0	0	0	0	0	
149.667	28.6701	18.1974	35.4131	260.863	21.7004	521.33	80.5	440.83	20.6711	20.6712	20.6712	0	0	0	0	0	0	
149.708	29.2501	18.2585	26.0306	272.875	21.7067	376.291	74.9967	301.294	20.6754	20.6755	20.6754	0	0	0	0	0	0	
149.75	28.8259	18.3178	16.7357	284.039	21.7131	234.67	63	171.67	20.6817	20.6818	20.6817	0	0	0	0	0	0	
149.792	27.9893	18.374	7.87873	295.057	21.7194	49.34	40.67	8.67	20.6902	20.6904	20.6903	0	0	0	0	0	0	
149.833	26.1579	18.4219	-0.200705	306.439	21.7258	11.498	11.498	0	20.7009	20.7013	20.7011	0	0	0	0	0	0	
149.875	23.1456	18.4549	-7.13445	318.552	21.7321	4.33	4.33	0	20.714	20.7144	20.7142	0	0	0	0	0	0	
149.917	20.4353	18.4749	-12.52	331.594	21.7384	3.83	3.83	0	20.7293	20.7298	20.7296	0	0	0	0	0	0	
149.958	18.7124	18.489	-15.9582	345.523	21.7447	3.82986	3.82986	0	20.7468	20.7473	20.747	0	0	0	0	0	0	
150	17.3118	18.4997	-17.1397	0	21.751	3.33	3.33	0	20.7662	20.7667	20.7665	0	0	0	0	0	0	
150.042	15.9114	18.5047	-15.9458	14.4777	21.7573	3.5	3.5	0	20.7873	20.7879	20.7876	0	0	0	0	0	0	
150.083	14.8474	18.5064	-12.4962	28.4005	21.7636	3	3	0	20.8096	20.8102	20.8099	0	0	0	0	0	0	
150.125	13.8579	18.5056	-7.10072	41.434	21.7698	3	3	0	20.8327	20.8333	20.833	0	0	0	0	0	0	
150.167	13.0742	18.5034	-0.158501	53.5364	21.7761	4.67	4.67	0	20.8559	20.8565	20.8562	0	0	0	0	0	0	
150.208	12.686	18.5013	7.92843	64.907	21.7823	26.5344	26.5127	0.0216606	20.8787	20.8792	20.879	0	0	0	0	0	0	
150.25	13.4202	18.5031	16.7926	75.9122	21.7885	150.17	72.17	78	20.9003	20.9009	20.9006	0	0	0	0	0	0	
150.292	15.3802	18.5123	26.0955	87.0614	21.7947	331.67	74.5	257.17	20.9204	20.9209	20.9207	0	0	0	0	0	0	
150.333	18.2541	18.5321	35.488	99.0578	21.8009	486.182	107.229	378.953	20.9385	20.9389	20.9387	0	0	0	0	0	0	
150.375	22.1905	18.5689	44.5332	112.934	21.8071	528.67	320.5	208.17	20.9542	20.9546	20.9544	0	0	0	0	0	0	
150.417	25.0441	18.6176	52.5621	130.218	21.8133	570.34	367.67	202.67	20.9674	20.9677	20.9675	0	0	0	0	0	0	
150.458	26.8164	18.6739	58.4623	152.655	21.8195	689.748	417.643	272.105	20.978	20.9783	20.9782	0	0	0	0	0	0	
150.5	26.5898	18.7228	60.7163	180.001	21.8256	359.5	320.17	39.33	20.9865	20.9867	20.9866	0	0	0	0	0	0	
150.542	24.3922	18.7467	58.474	207.355	21.8318	220.17	205	15.17	20.9935	20.9937	20.9936	0	0	0	0	0	0	
150.583	22.1129	18.7457	52.5832	229.806	21.8379	114.168	110.668	3.49986	20.9998	21	20.9999	0	0	0	0	0	0	
150.625	20.6699	18.7275	44.562	247.101	21.844	107.5	104.5	3	21.0063	21.0065	21.0064	0	0	0	0	0	0	
150.667	20.0209	18.7004	35.5246	260.985	21.8502	108.34	103.67	4.67	21.0139	21.0142	21.014	0	0	0	0	0	0	
150.708	20.0446	18.6725	26.1408	272.988	21.8563	141	132.325	8.6749	21.0233	21.0235	21.0234	0	0	0	0	0	0	
150.75	20.8401	18.6535	16.8484	284.141	21.8623	141.33	115	26.33	21.0346	21.035	21.0348	0	0	0	0	0	0	
150.792	21.2479	18.6422	7.99652	295.149	21.8684	69.5	64.67	4.83	21.048	21.0484	21.0482	0	0	0	0	0	0	
150.833	20.8541	18.6363	-0.0758984	306.52	21.8745	12.1677	12.1677	0	21.0631	21.0635	21.0633	0	0	0	0	0	0	
150.875	19.7538	18.6345	-7.00169	318.619	21.8805	4	4	0	21.0793	21.0797	21.0795	0	0	0	0	0	0	
150.917	18.4887	18.6342	-12.3797	331.643	21.8866	4	4	0	21.0962	21.0967	21.0964	0	0	0	0	0	0	
150.958	17.8587	18.6384	-15.8124	345.549	21.8926	4	4	0	21.1134	21.1138	21.1136	0	0	0	0	0	0	
151	17.566	18.6491	-16.9921	0	21.8986	4	4	0	21.1304	21.1308	21.1306	0	0	0	0	0	0	
151.042	17.1954	18.6638	-15.8006	14.4518	21.9047	4	4	0	21.1471	21.1475	21.1473	0	0	0	0	0	0	
151.083	16.6844	18.6805	-12.3569	28.3521	21.9107	3.17004	3.17004	0	21.1632	21.1636	21.1634	0	0	0	0	0	0	
151.125	16.0579	18.6982	-6.9694	41.3678	21.9166	3.33	3.33	0	21.1784	21.1788	21.1786	0	0	0	0	0	0	
151.167	15.513	18.7167	-0.0355033	53.4567	21.9226	8.5	8.5	0	21.1927	21.193	21.1928	0	0	0	0	0	0	
151.208	15.0839	18.735	8.04408	64.8165	21.9286	38.1909	38.1836	0.00731186	21.2056	21.2059	21.2058	0	0	0	0	0	0	
151.25	15.3961	18.7529	16.9028	75.8121	21.9345	113.5	87.17	26.33	21.2172	21.2175	21.2173	0	0	0	0	0	0	
151.292	17.0778	18.7744	26.2029	86.9517	21.9405	295	128.67	166.33	21.2272	21.2274	21.2273	0	0	0	0	0	0	
151.333	18.6684	18.7937	35.5962	98.9383	21.9464	437.368	162.506	274.862	21.2355	21.2357	21.2356	0	0	0	0	0	0	
151.375	20.1322	18.806	44.6467	112.807	21.9523	575	184.5	390.5	21.2421	21.2423	21.2422	0	0	0	0	0	0	
151.417	21.742	18.8175	52.6862	130.095	21.9582	707.5	205.17	502.33	21.247	21.2471	21.247	0	0	0	0	0	0	
151.458	23.146	18.8319	58.5998	152.569	21.9641	817.956	235	582.956	21.2502	21.2503	21.2502	0	0	0	0	0	0	
151.5	24.7542	18.8558	60.8607	180.001	21.97	657.67	234.5	423.17	21.252	21.2521	21.2521	0	0	0	0	0	0	
151.542	25.6258	18.8851	58.6109	207.441	21.9759	646	206.5	439.5	21.253	21.253	21.253	0	0	0	0	0	0	
151.583	26.2238	18.9186	52.7063	229.928	21.9818	585.001	189.66	395.341	21.2538	21.2539	21.2539	0	0	0	0	0	0	
151.625	26.8981	18.956	44.6743	247.227	21.9876	585.66	152.33	433.33	21.2552	21.2552	21.2552	0	0	0	0	0	0	
151.667	27.4555	18.9962	35.6312	261.103	21.9935	550.83	144.5	406.33	21.2577	21.2578	21.2577	0	0	0	0	0	0	
151.708	27.7606	19.0382	26.2463	273.095	21.9993	422.61	147.315	275.295	21.2618	21.262	21.2619	0	0	0	0	0	0	
151.75	27.724	19.0804	16.9561	284.239	22.0051	243.33	94.5	148.83	21.2679	21.2681	21.268	0	0	0	0	0	0	
151.792	27.3024	19.1218	8.10916	295.237	22.0109	59.33	47.83	11.5	21.2761	21.2764	21.2762	0	0	0	0	0	0	
151.833	25.9411	19.1595	0.0434681	306.597	22.0167	13.1676	13.1676	0	21.2864	21.2867	21.2866	0	0	0	0	0	0	
151.875	23.2376	19.1871	-6.87472	318.683	22.0225	4.67	4.67	0	21.2989	21.2993	21.2991	0	0	0	0	0	0	
151.917	21.2626	19.21	-12.2455	331.689	22.0283	4.17	4.17	0	21.3135	21.3139	21.3137	0	0	0	0	0	0	
151.958	20.3465	19.234	-15.6731	345.574	22.034	3.99995	3.99995	0	21.33	21.3304	21.3302	0	0	0	0	0	0	
152	19.1978	19.2562	-16.8509	0	22.0398	3.83	3.83	0	21.3483	21.3488	21.3485	0	0	0	0	0	0	
152.042	17.4438	19.27	-15.6617	14.4271	22.0455	3	3	0	21.368	21.3686	21.3683	0	0	0	0	0	0	
152.083	15.9285	19.277	-12.2237	28.3059	22.0513	3.49995	3.49995	0	21.3889	21.3894	21.3891	0	0	0	0	0	0	
152.125	14.8379	19.2811	-6.84388	41.3046	22.057	3.33	3.33	0	21.4103	21.4109	21.4106	0	0	0	0	0	0	
152.167	14.0518	19.2837	0.0820419	53.3806	22.0627	8.17	8.17	0	21.4318	21.4324	21.4321	0	0	0	0	0	0	
152.208	13.636	19.2863	8.15457	64.73	22.0684	33.8646	33.8383	0.0263344	21.4529	21.4534	21.4532	0	0	0	0	0	0	
152.25	14.3702	19.292	17.0081	75.7164	22.0741	158.66	63.83	94.83	21.4731	21.4736	21.4733	0	0	0	0	0	0	
152.292	16.609	19.3053	26.3055	86.8467	22.0797	331.17	81.17	250	21.4919	21.4923	21.4921	0	0	0	0	0	0	
152.333	19.785	19.3301	35.6995	98.8239	22.0854	478.709	93.5037	385.205	21.5089	21.5093	21.5091	0	0	0	0	0	0	
152.375	23.0603	19.3643	44.755	112.685	22.091	617.33	107	510.33	21.5238	21.5241	21.524	0	0	0	0	0	0	
152.417	25.5475	19.4052	52.8045	129.976	22.0967	644.83	147.33	497.5	21.5364	21.5367	21.5366	0	0	0	0	0	0	
152.458	27.1242	19.4499	58.731	152.486	22.1023	785.691	172.842	612.849	21.5467	21.547	21.5469	0	0	0	0	0	0	
152.5	27.866	19.4949	60.9986	180.001	22.1079	897.5	214.5	683	21.5551	21.5553	21.5552	0	0	0	0	0	0	
152.542	28.2403	19.5402	58.7417	207.524	22.1135	790.33	180.5	609.83	21.5623	21.5624	21.5623	0	0	0	0	0	0	
152.583	28.845	19.5888	52.8237	230.046	22.1191	678.329	180.323	498.006	21.5689	21.5691	21.569	0	0	0	0	0	0	
152.625	29.264	19.6384	44.7813	247.348	22.1247	674.33	154.33	520	21.5761	21.5763	21.5762	0	0	0	0	0	0	
152.667	29.3018	19.686	35.7328	261.216	22.1303	509.16	150.83	358.33	21.5845	21.5847	21.5846	0	0	0	0	0	0	
152.708	28.9271	19.7293	26.3468	273.198	22.1358	336.295	128.989	207.306	21.5947	21.595	21.5949	0	0	0	0	0	0	
152.75	28.75	19.7716	17.0589	284.333	22.1414	213	90.83	122.17	21.6072	21.6076	21.6074	0	0	0	0	0	0	
152.792	28.3372	19.8134	8.21663	295.321	22.1469	71.84	62.67	9.17	21.6221	21.6225	21.6223	0	0	0	0	0	0	
152.833	26.4518	19.8478	0.157359	306.671	22.1524	13.1677	13.1677	0	21.6394	21.6399	21.6397	0	0	0	0	0	0	
152.875	24.3358	19.879	-6.75358	318.744	22.1579	5	5	0	21.6592	21.6598	21.6595	0	0	0	0	0	0	
152.917	22.9181	19.9111	-12.1175	331.734	22.1634	5	5	0	21.6813	21.6818	21.6816	0	0	0	0	0	0	
152.958	21.4481	19.9395	-15.5401	345.597	22.1689	4.66995	4.66995	0	21.7053	21.706	21.7057	0	0	0	0	0	0	
153	19.7378	19.9617	-16.7163	0	22.1744	4.5	4.5	0	21.7312	21.7319	21.7315	0	0	0	0	0	0	
153.042	18.4093	19.9809	-15.5293	14.4036	22.1799	4	4	0	21.7584	21.7591	21.7587	0	0	0	0	0	0	
153.083	17.6517	20.0008	-12.0968	28.2618	22.1853	4	4	0	21.7865	21.7872	21.7869	0	0	0	0	0	0	
153.125	17.0499	20.0225	-6.72421	41.2444	22.1908	4	4	0	21.815	21.8157	21.8154	0	0	0	0	0	0	
153.167	16.5554	20.0455	0.1941	53.308	22.1962	8.67	8.67	0	21.8433	21.8441	21.8437	0	0	0	0	0	0	
153.208	16.4303	20.0708	8.25988	64.6475	22.2016	39.3611	39.3406	0.0205498	21.871	21.8717	21.8714	0	0	0	0	0	0	
153.25	17.2342	20.0993	17.1084	75.625	22.207	151.5	77.5	74	21.8975	21.8982	21.8979	0	0	0	0	0	0	
153.292	19.5624	20.1345	26.4032	86.7465	22.2124	313.5	104.5	209	21.9225	21.9231	21.9228	0	0	0	0	0	0	
153.333	22.0705	20.1734	35.7978	98.7146	22.2178	464.207	121.505	342.702	21.9455	21.9461	21.9458	0	0	0	0	0	0	
153.375	24.5203	20.213	44.8581	112.568	22.2232	596.5	138.33	458.17	21.9663	21.9668	21.9665	0	0	0	0	0	0	
153.417	26.9305	20.2572	52.9172	129.862	22.2286	705	162.83	542.17	21.9848	21.9852	21.985	0	0	0	0	0	0	
153.458	28.4417	20.3039	58.856	152.406	22.2339	784.993	189.341	595.652	22.001	22.0014	22.0012	0	0	0	0	0	0	
153.5	29.1401	20.3505	61.1299	180.001	22.2392	758.67	228	530.67	22.0154	22.0157	22.0156	0	0	0	0	0	0	
153.542	29.4837	20.3971	58.8661	207.603	22.2446	429.5	294.33	135.17	22.0286	22.0289	22.0287	0	0	0	0	0	0	
153.583	29.8146	20.4441	52.9354	230.159	22.2499	571.159	257.183	313.976	22.0414	22.0417	22.0416	0	0	0	0	0	0	
153.625	30.16	20.4913	44.8831	247.463	22.2552	532.67	305	227.67	22.0547	22.0551	22.0549	0	0	0	0	0	0	
153.667	30.3649	20.5382	35.8295	261.323	22.2605	510	165.33	344.67	22.0693	22.0697	22.0695	0	0	0	0	0	0	
153.708	30.5698	20.5865	26.4425	273.297	22.2658	348.79	122.822	225.968	22.0857	22.0862	22.0859	0	0	0	0	0	0	
153.75	30.2839	20.6331	17.1566	284.422	22.2711	207.17	94.67	112.5	22.1043	22.1048	22.1046	0	0	0	0	0	0	
153.792	29.4987	20.6762	8.3189	295.401	22.2763	63.17	55.17	8	22.1253	22.1259	22.1256	0	0	0	0	0	0	
153.833	28.2269	20.7185	0.265741	306.741	22.2816	13.8279	13.8279	0	22.1487	22.1493	22.149	0	0	0	0	0	0	
153.875	25.8957	20.7565	-6.6383	318.802	22.2868	6.33	6.33	0	22.1745	22.1752	22.1748	0	0	0	0	0	0	
153.917	23.4604	20.7867	-11.9957	331.776	22.292	5.83	5.83	0	22.2026	22.2033	22.2029	0	0	0	0	0	0	
153.958	21.9276	20.8135	-15.4136	345.62	22.2972	5.32991	5.32991	0	22.2326	22.2334	22.233	0	0	0	0	0	0	
154	20.8339	20.8404	-16.5883	0	22.3024	5	5	0	22.2644	22.2653	22.2648	0	0	0	0	0	0	
154.042	19.7148	20.8665	-15.4034	14.3812	22.3076	4.67	4.67	0	22.2975	22.2984	22.298	0	0	0	0	0	0	
154.083	18.8987	20.8929	-11.976	28.22	22.3128	4.49986	4.49986	0	22.3315	22.3323	22.3319	0	0	0	0	0	0	
154.125	18.388	20.9214	-6.61041	41.1871	22.318	4	4	0	22.3657	22.3666	22.3661	0	0	0	0	0	0	
154.167	18.026	20.952	0.300638	53.239	22.3231	9.17	9.17	0	22.3997	22.4005	22.4001	0	0	0	0	0	0	
154.208	18.067	20.9859	8.35997	64.5691	22.3283	37.8627	37.8399	0.0228187	22.4328	22.4336	22.4332	0	0	0	0	0	0	
154.25	18.9702	21.0232	17.2037	75.5381	22.3334	155.5	73.33	82.17	22.4646	22.4654	22.465	0	0	0	0	0	0	
154.292	20.9811	21.0632	26.496	86.6511	22.3385	324	93.67	230.33	22.4946	22.4954	22.495	0	0	0	0	0	0	
154.333	23.1883	21.1036	35.8912	98.6105	22.3437	470.876	111.176	359.7	22.5226	22.5232	22.5229	0	0	0	0	0	0	
154.375	25.1862	21.1408	44.9559	112.457	22.3488	600.5	133.33	467.17	22.5482	22.5488	22.5485	0	0	0	0	0	0	
154.417	26.795	21.1751	53.0241	129.754	22.3538	716.5	145.33	571.17	22.5713	22.5719	22.5716	0	0	0	0	0	0	
154.458	27.8711	21.2077	58.9746	152.33	22.3589	790.004	146.501	643.503	22.5922	22.5927	22.5925	0	0	0	0	0	0	
154.5	28.7321	21.2416	61.2547	180.001	22.364	806.66	151.83	654.83	22.6112	22.6117	22.6114	0	0	0	0	0	0	
154.542	29.5631	21.2795	58.9842	207.679	22.369	788.5	149.33	639.17	22.629	22.6295	22.6292	0	0	0	0	0	0	
154.583	30.2701	21.3209	53.0414	230.266	22.3741	739.643	144.166	595.477	22.6464	22.6469	22.6467	0	0	0	0	0	0	
154.625	30.8501	21.3644	44.9796	247.573	22.3791	640.84	128.67	512.17	22.6643	22.6648	22.6646	0	0	0	0	0	0	
154.667	31.3773	21.4103	35.9212	261.426	22.3841	496.5	131.5	365	22.6833	22.6838	22.6836	0	0	0	0	0	0	
154.708	31.302	21.4551	26.5332	273.39	22.3891	331.634	117.492	214.142	22.7038	22.7044	22.7041	0	0	0	0	0	0	
154.75	30.97	21.4981	17.2494	284.506	22.3941	202.17	90	112.17	22.7262	22.7268	22.7265	0	0	0	0	0	0	
154.792	30.5324	21.5412	8.41593	295.478	22.3991	62.67	55.67	7	22.7504	22.751	22.7507	0	0	0	0	0	0	
154.833	29.6088	21.5866	0.368581	306.808	22.4041	15.1678	15.1678	0	22.7765	22.7772	22.7769	0	0	0	0	0	0	
154.875	27.8938	21.6336	-6.52893	318.857	22.4091	7.17	7.17	0	22.8045	22.8053	22.8049	0	0	0	0	0	0	
154.917	26.2717	21.6812	-11.8802	331.816	22.414	7	7	0	22.8343	22.8351	22.8347	0	0	0	0	0	0	
154.958	25.3599	21.7312	-15.2937	345.641	22.4189	5.99995	5.99995	0	22.8657	22.8665	22.8661	0	0	0	0	0	0	
155	24.7799	21.7856	-16.4668	0	22.4239	5.83	5.83	0	22.8984	22.8993	22.8989	0	0	0	0	0	0	
155.042	24.2587	21.8444	-15.284	14.36	22.4288	5.5	5.5	0	22.9323	22.9332	22.9328	0	0	0	0	0	0	
155.083	23.7563	21.906	-11.8615	28.1803	22.4337	5	5	0	22.967	22.9679	22.9675	0	0	0	0	0	0	
155.125	23.1199	21.9682	-6.50251	41.1329	22.4386	5	5	0	23.002	23.0029	23.0025	0	0	0	0	0	0	
155.167	22.1854	22.0274	0.401624	53.1735	22.4435	10.67	10.67	0	23.037	23.0379	23.0375	0	0	0	0	0	0	
155.208	21.4375	22.0826	8.45481	64.4947	22.4483	40.2	40.1807	0.019253	23.0715	23.0724	23.0719	0	0	0	0	0	0	
155.25	21.6621	22.1348	17.2939	75.4557	22.4532	148.16	78.83	69.33	23.1052	23.106	23.1056	0	0	0	0	0	0	
155.292	23.1217	22.1847	26.5838	86.5606	22.458	310	93	217	23.1377	23.1385	23.1381	0	0	0	0	0	0	
155.333	24.7858	22.2303	35.9795	98.5116	22.4629	458.038	106.674	351.364	23.1689	23.1697	23.1693	0	0	0	0	0	0	
155.375	26.2222	22.2687	45.0485	112.351	22.4677	592.17	120	472.17	23.1985	23.1993	23.1989	0	0	0	0	0	0	
155.417	27.7968	22.3045	53.1253	129.651	22.4725	696.84	129.67	567.17	23.2265	23.2272	23.2269	0	0	0	0	0	0	
155.458	29.4864	22.344	59.087	152.257	22.4773	772.171	130.339	641.832	23.253	23.2536	23.2533	0	0	0	0	0	0	
155.5	30.5921	22.3866	61.3728	180.001	22.4821	814	163.17	650.83	23.2781	23.2787	23.2784	0	0	0	0	0	0	
155.542	31.0582	22.4294	59.096	207.751	22.4869	299.84	245.17	54.67	23.3024	23.3031	23.3027	0	0	0	0	0	0	
155.583	31.0157	22.4688	53.1416	230.369	22.4916	260.65	246.983	13.667	23.3266	23.3272	23.3269	0	0	0	0	0	0	
155.625	30.682	22.5021	45.0708	247.677	22.4964	187.83	184.83	3	23.3513	23.3519	23.3516	0	0	0	0	0	0	
155.667	30.3924	22.5307	36.0078	261.523	22.5011	115.5	115.5	0	23.377	23.3777	23.3773	0	0	0	0	0	0	
155.708	30.2209	22.5575	26.619	273.478	22.5059	180.801	169.804	10.9969	23.4041	23.4048	23.4044	0	0	0	0	0	0	
155.75	29.948	22.5834	17.3372	284.587	22.5106	77.17	77.17	0	23.4328	23.4336	23.4332	0	0	0	0	0	0	
155.792	29.3636	22.6081	8.50771	295.55	22.5153	15.67	15.67	0	23.4632	23.464	23.4636	0	0	0	0	0	0	
155.833	26.9201	22.622	0.465849	306.871	22.52	8.82908	8.82908	0	23.4952	23.4961	23.4956	0	0	0	0	0	0	
155.875	23.5416	22.6234	-6.42549	318.909	22.5247	5.5	5.5	0	23.5287	23.5296	23.5291	0	0	0	0	0	0	
155.917	21.2832	22.6199	-11.7709	331.854	22.5294	6.83	6.83	0	23.5635	23.5644	23.5639	0	0	0	0	0	0	
155.958	20.3711	22.6183	-15.1802	345.661	22.534	6.17014	6.17014	0	23.5992	23.6002	23.5997	0	0	0	0	0	0	
156	19.8259	22.6205	-16.352	0	22.5387	6.67	6.67	0	23.6357	23.6366	23.6362	0	0	0	0	0	0	
156.042	19.6003	22.6288	-15.1711	14.3401	22.5433	5.83	5.83	0	23.6725	23.6734	23.673	0	0	0	0	0	0	
156.083	19.6085	22.6435	-11.7533	28.1429	22.5479	6.16972	6.16972	0	23.7091	23.71	23.7096	0	0	0	0	0	0	
156.125	19.2759	22.6612	-6.40056	41.0817	22.5525	5.17	5.17	0	23.745	23.7459	23.7455	0	0	0	0	0	0	
156.167	18.8054	22.6804	0.497028	53.1117	22.5571	11.67	11.67	0	23.7797	23.7806	23.7801	0	0	0	0	0	0	
156.208	18.6803	22.7016	8.54439	64.4244	22.5617	32.5018	32.5018	0	23.8126	23.8134	23.813	0	0	0	0	0	0	
156.25	18.758	22.7192	17.3791	75.3777	22.5663	39	39	0	23.8434	23.8441	23.8437	0	0	0	0	0	0	
156.292	18.984	22.7246	26.6667	86.4749	22.5709	46	46	0	23.8716	23.8723	23.872	0	0	0	0	0	0	
156.333	19.1561	22.7142	36.0628	98.418	22.5754	114.334	111.333	3.00056	23.8973	23.8979	23.8976	0	0	0	0	0	0	
156.375	19.5441	22.6892	45.1358	112.251	22.58	126.33	121.33	5	23.9202	23.9207	23.9205	0	0	0	0	0	0	
156.417	19.3981	22.6478	53.2207	129.553	22.5845	80.67	80	0.67	23.9404	23.9409	23.9406	0	0	0	0	0	0	
156.458	19.1154	22.5931	59.1929	152.188	22.589	73.7022	73.3692	0.33301	23.9579	23.9583	23.9581	0	0	0	0	0	0	
